date,month,account_code,account_name,category,dashboard_group,is_pl,description,invoice_number,debit,credit,net_amount,journal_code,journal_name,vat_pct,year_file
2024-06-28,2024-06,1100,Rekening-courant bank,,,False,STRIPE SHIFTBASE,,81.68,0.0,81.68,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX42038215200XT batch 60, Lera-Amsterdam",,0.0,974.62,-974.62,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1205,Ontvangsten Stripe (Lightspeed),,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,0.0,136.5,-136.5,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Riahuzov Klussenbedrijf,F2024-2321-06021,0.0,75.0,-75.0,1600,Crediteuren,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,JetDrinks BV,677112,0.0,442.54,-442.54,1600,Crediteuren,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Hart Delicious B.V. invoice 202930,202930,132.37,0.0,132.37,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Hart Delicious B.V. Invoice 202297,202297,220.62,0.0,220.62,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Shopify International Limited Shopify. 245776058,245776058,340.46,0.0,340.46,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Disposable Discounter - Nederland via MultiSafepay 936968133 8151149432610042 Payment for order -2242125625 Disposable Discounter - Nederland,224687608,284.89,0.0,284.89,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,IJSenIJSkoud.nl via Stichting Mollie Payments 6aea3f4d92bf9fb1543488a2e21ec6e5 8152497338402073 Order 3058 ijsenijskoud.nl IJSenIJSkoud.nl,1072,57.27,0.0,57.27,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,STRIPE SHIFTBASE,INV2024-19665-credit,0.0,81.68,-81.68,1100,Rekening-courant bank,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,Le Roux Verpakkingen & Disposables B.V.,224687608,0.0,284.89,-284.89,1600,Crediteuren,0,0
2024-06-28,2024-06,1600,Crediteuren,,,False,IJSenIJSkoud.nl,1072,0.0,57.27,-57.27,1600,Crediteuren,0,0
2024-06-28,2024-06,1679,Btw te vorderen laag (inkopen),,,False,JetDrinks BV,677112,36.54,0.0,36.54,1600,Crediteuren,9,0
2024-06-28,2024-06,1679,Btw te vorderen laag (inkopen),,,False,IJSenIJSkoud.nl,1072,4.73,0.0,4.73,1600,Crediteuren,9,0
2024-06-28,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Riahuzov Klussenbedrijf,F2024-2321-06021,13.02,0.0,13.02,1600,Crediteuren,21,0
2024-06-28,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Le Roux Verpakkingen & Disposables B.V.,224687608,49.44,0.0,49.44,1600,Crediteuren,21,0
2024-06-28,2024-06,4207,Onderhoud gebouwen,Occupancy – Maintenance,Occupancy,True,Riahuzov Klussenbedrijf,F2024-2321-06021,61.98,0.0,61.98,1600,Crediteuren,21,0
2024-06-28,2024-06,4327,Verpakkingsmaterialen,COGS – Packaging,COGS,True,Le Roux Verpakkingen & Disposables B.V.,224687608,235.45,0.0,235.45,1600,Crediteuren,21,0
2024-06-28,2024-06,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,JetDrinks BV; Dryk Oat BARISTA Drink,677112,406.0,0.0,406.0,1600,Crediteuren,9,0
2024-06-28,2024-06,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,IJSenIJSkoud.nl,1072,52.54,0.0,52.54,1600,Crediteuren,9,0
2024-06-28,2024-06,7014,Overige advieskosten Binnen EU,SG&A – Professional Services,SG&A,True,Stripe Technology Europe Ltd PROJECT 1804 N6L7L5,,0.0,250.0,-250.0,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1100,Rekening-courant bank,,,False,vkf-renzel.nl via Rabo Smart Pay 541686 0021209447308761 541686 vkf-renzel.nl,,0.0,216.59,-216.59,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1100,Rekening-courant bank,,,False,FACEBOOK PAYMENTS INTERNATIONAL LIMITED KH6JLZRGWZ6G5BX32MXMP 7180418556397807 7677577845692337,,0.0,49.89,-49.89,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1100,Rekening-courant bank,,,False,Zenoti JP2KLQBCS5KFW9X3SGVD 7180629135278110 Renessence,,0.0,25.0,-25.0,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1600,Crediteuren,,,False,Shopify,245776058,0.0,340.46,-340.46,1600,Crediteuren,0,0
2024-06-29,2024-06,1600,Crediteuren,,,False,vkf-renzel.nl via Rabo Smart Pay 541686 0021209447308761 541686 vkf-renzel.nl,1325648,216.59,0.0,216.59,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1600,Crediteuren,,,False,FACEBOOK PAYMENTS INTERNATIONAL LIMITED KH6JLZRGWZ6G5BX32MXMP 7180418556397807 7677577845692337,7677577845692337-14701557,49.89,0.0,49.89,1100,Rekening-courant bank,0,0
2024-06-29,2024-06,1600,Crediteuren,,,False,Meta Platforms Ireland Limited,7677577845692337-14701557,0.0,49.89,-49.89,1600,Crediteuren,0,0
2024-06-29,2024-06,1600,Crediteuren,,,False,Van Gelder groente & fruit,3093807,0.0,163.34,-163.34,1600,Crediteuren,0,0
2024-06-29,2024-06,1679,Btw te vorderen laag (inkopen),,,False,Van Gelder groente & fruit,3093807,13.49,0.0,13.49,1600,Crediteuren,9,0
2024-06-29,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Zenoti JP2KLQBCS5KFW9X3SGVD 7180629135278110 Renessence,,4.34,0.0,4.34,1100,Rekening-courant bank,21,0
2024-06-29,2024-06,4405,Representatiekosten,SG&A – Travel & Entertainment,SG&A,True,Zenoti JP2KLQBCS5KFW9X3SGVD 7180629135278110 Renessence,,20.66,0.0,20.66,1100,Rekening-courant bank,21,0
2024-06-29,2024-06,4611,Contributies en abonnementen binnen EU,SG&A – Subscriptions,SG&A,True,Shopify,245776058,340.46,0.0,340.46,1600,Crediteuren,0,0
2024-06-29,2024-06,4611,Contributies en abonnementen binnen EU,SG&A – Subscriptions,SG&A,True,Meta Platforms Ireland Limited,7677577845692337-14701557,49.89,0.0,49.89,1600,Crediteuren,0,0
2024-06-29,2024-06,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Van Gelder groente & fruit,3093807,149.85,0.0,149.85,1600,Crediteuren,9,0
2024-06-30,2024-06,1100,Rekening-courant bank,,,False,Disposable Discounter - Nederland via MultiSafepay 938160537 8151657353334618 Payment for order -2242126909 Disposable Discounter - Nederland,,0.0,245.71,-245.71,1100,Rekening-courant bank,0,0
2024-06-30,2024-06,1204,Ontvangsten Adyen (Kiosk),,,False,Omzet Adyen juni 2026,,38567.97,0.0,38567.97,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1205,Ontvangsten Stripe (Lightspeed),,,False,Omzet Paypal Zetlle juni 2024,,5714.41,0.0,5714.41,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1600,Crediteuren,,,False,Disposable Discounter - Nederland via MultiSafepay 938160537 8151657353334618 Payment for order -2242126909 Disposable Discounter - Nederland,224687933,245.71,0.0,245.71,1100,Rekening-courant bank,0,0
2024-06-30,2024-06,1600,Crediteuren,,,False,Le Roux Verpakkingen & Disposables B.V.,224687933,0.0,245.71,-245.71,1600,Crediteuren,0,0
2024-06-30,2024-06,1600,Crediteuren,,,False,Oficina,BON_20240630_7491,0.0,79.0,-79.0,1600,Crediteuren,0,0
2024-06-30,2024-06,1600,Crediteuren,,,False,Google Cloud EMEA Limited,5007140868,0.0,48.3,-48.3,1600,Crediteuren,0,0
2024-06-30,2024-06,1670,Btw af te dragen laag (verkopen),,,False,Omzet Paypal Zetlle juni 2024,,0.0,210.11,-210.11,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1670,Btw af te dragen laag (verkopen),,,False,Omzet Adyen juni 2026,,0.0,3280.86,-3280.86,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1671,Btw af te dragen hoog (verkopen),,,False,Omzet Paypal Zetlle juni 2024,,0.0,536.96,-536.96,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1671,Btw af te dragen hoog (verkopen),,,False,Omzet Paypal Zetlle juni 2024,,0.0,33.24,-33.24,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Le Roux Verpakkingen & Disposables B.V.,224687933,42.64,0.0,42.64,1600,Crediteuren,21,0
2024-06-30,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Oficina,BON_20240630_7491,13.71,0.0,13.71,1600,Crediteuren,21,0
2024-06-30,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Omzet Adyen juni 2026,,201.0,0.0,201.0,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,1680,Btw te vorderen hoog (inkopen),,,False,Omzet Adyen juni 2026,,0.7,0.0,0.7,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,2011,Tussenrekening memoriaal,,,False,Omzet Paypal Zetlle juni 2024,,0.0,0.0,0.0,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,2011,Tussenrekening memoriaal,,,False,Omzet Adyen juni 2026,,0.0,0.0,0.0,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,4303,Kleine aanschaffingen inventaris,SG&A – Equipment & Repairs,SG&A,True,Oficina,BON_20240630_7491,65.29,0.0,65.29,1600,Crediteuren,21,0
2024-06-30,2024-06,4327,Verpakkingsmaterialen,COGS – Packaging,COGS,True,Le Roux Verpakkingen & Disposables B.V.,224687933,203.07,0.0,203.07,1600,Crediteuren,21,0
2024-06-30,2024-06,4611,Contributies en abonnementen binnen EU,SG&A – Subscriptions,SG&A,True,Google Cloud EMEA Limited,5007140868,48.3,0.0,48.3,1600,Crediteuren,0,0
2024-06-30,2024-06,4754,Adyen kosten,SG&A – Payment Processing,SG&A,True,Omzet Adyen juni 2026,,957.13,0.0,957.13,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,4754,Adyen kosten,SG&A – Payment Processing,SG&A,True,Omzet Adyen juni 2026,,8.1,0.0,8.1,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,4755,Paypal kosten,SG&A – Payment Processing,SG&A,True,Omzet Paypal Zetlle juni 2024,,113.52,0.0,113.52,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,8000,Omzet hoog (Retail),Revenue – Retail,Revenue,False,Omzet Paypal Zetlle juni 2024,,0.0,2557.09,-2557.09,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,8000,Omzet hoog (Retail),Revenue – Retail,Revenue,False,Omzet Paypal Zetlle juni 2024,,0.0,158.26,-158.26,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,8010,Omzet laag (Retail),Revenue – Retail,Revenue,False,Omzet Paypal Zetlle juni 2024,,0.0,2332.27,-2332.27,2011,Tussenrekening memoriaal,0,0
2024-06-30,2024-06,8110,Omzet laag (Kiosk),Revenue – Kiosk,Revenue,False,Omzet Adyen juni 2026,,0.0,36454.04,-36454.04,2011,Tussenrekening memoriaal,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Shopify International Limited Shopify. 245842640,,0.0,226.68,-226.68,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Leverancier onbekend 76ae8982ed98fac981b90737e1e77329 8152958538363136 Order ORD05752 Westland Verpakkingen,,0.0,17.65,-17.65,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Van Gelder Ridderkerk B. 3085686,,0.0,348.47,-348.47,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,"YSN VENTURES Management Fee, May 15 - June 15, part 1",,0.0,2299.0,-2299.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,"Adyen N.V. TX42080519300XT batch 61, Lera-Amsterdam",,1010.52,0.0,1010.52,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Oficina Amsterdam NLD 30-06-2024 11:26 TERMINALID: 47404307 PASVOLGNR: 001 TRANSACTIENR: W00039,,0.0,79.0,-79.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,577.57,0.0,577.57,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Klusbedrijf MrFix.nl B.V. via Stichting Mollie Payments cf1331df1cee1610474d4ef7993d57f4 8152958853393733 MrFix-invoice-03826 mrfix.nl Klusbedrijf MrFix.nl B.V.,,0.0,296.77,-296.77,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Picnic BV b2c5a05e6d404707b528d553bef0fad 8030557941331186 Picnic 04072024,,0.0,138.6,-138.6,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1100,Rekening-courant bank,,,False,Temu.com WP9TH54RGFDFW9X32GJT3 7180209450153901 Temu.com,,0.0,285.0,-285.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX42080519300XT batch 61, Lera-Amsterdam",,0.0,1010.52,-1010.52,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1205,Ontvangsten Stripe (Lightspeed),,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,0.0,577.57,-577.57,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,VKF Renzel B.V.,1325648,0.0,216.59,-216.59,1600,Crediteuren,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Westland Verpakkingen,fac05670,0.0,17.65,-17.65,1600,Crediteuren,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Shopify International Limited Shopify. 245842640,245842640,226.68,0.0,226.68,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Leverancier onbekend 76ae8982ed98fac981b90737e1e77329 8152958538363136 Order ORD05752 Westland Verpakkingen,fac05670,17.65,0.0,17.65,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Van Gelder Ridderkerk B. 3085686,3085686,348.47,0.0,348.47,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,"YSN VENTURES Management Fee, May 15 - June 15, part 1",2423,2299.0,0.0,2299.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Oficina Amsterdam NLD 30-06-2024 11:26 TERMINALID: 47404307 PASVOLGNR: 001 TRANSACTIENR: W00039,BON_20240630_7491,79.0,0.0,79.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Klusbedrijf MrFix.nl B.V. via Stichting Mollie Payments cf1331df1cee1610474d4ef7993d57f4 8152958853393733 MrFix-invoice-03826 mrfix.nl Klusbedrijf MrFix.nl B.V.,M24-03826,296.77,0.0,296.77,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Picnic BV b2c5a05e6d404707b528d553bef0fad 8030557941331186 Picnic 04072024,BON_00010101_3166,138.6,0.0,138.6,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Temu.com WP9TH54RGFDFW9X32GJT3 7180209450153901 Temu.com,BON_20240710_4482,285.0,0.0,285.0,1100,Rekening-courant bank,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Amalia Hadjparvaneh,2024-000034,0.0,456.0,-456.0,1600,Crediteuren,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Ayaka Shamile,0009,0.0,722.13,-722.13,1600,Crediteuren,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Temu,BON_20240701_3913,15.43,0.0,15.43,1600,Crediteuren,0,0
2024-07-01,2024-07,1600,Crediteuren,,,False,Hart Delicious B.V.,203822,0.0,220.62,-220.62,1600,Crediteuren,0,0
2024-07-01,2024-07,1679,Btw te vorderen laag (inkopen),,,False,Ayaka Shamile,0009,59.63,0.0,59.63,1600,Crediteuren,9,0
2024-07-01,2024-07,1679,Btw te vorderen laag (inkopen),,,False,Amalia Hadjparvaneh,2024-000034,36.0,0.0,36.0,1600,Crediteuren,9,0
2024-07-01,2024-07,1679,Btw te vorderen laag (inkopen),,,False,Hart Delicious B.V.,203822,18.22,0.0,18.22,1600,Crediteuren,9,0
2024-07-01,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,VKF Renzel B.V.,1325648,37.59,0.0,37.59,1600,Crediteuren,21,0
2024-07-01,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,Westland Verpakkingen,fac05670,3.06,0.0,3.06,1600,Crediteuren,21,0
2024-07-01,2024-07,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,VKF Renzel B.V.,1325648,179.0,0.0,179.0,1600,Crediteuren,21,0
2024-07-01,2024-07,4327,Verpakkingsmaterialen,COGS – Packaging,COGS,True,Westland Verpakkingen,fac05670,14.59,0.0,14.59,1600,Crediteuren,21,0
2024-07-01,2024-07,4601,Porti,SG&A – Shipping,SG&A,True,Amalia Hadjparvaneh,2024-000034,20.0,0.0,20.0,1600,Crediteuren,0,0
2024-07-01,2024-07,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Amalia Hadjparvaneh,2024-000034,400.0,0.0,400.0,1600,Crediteuren,9,0
2024-07-01,2024-07,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Ayaka Shamile,0009,662.5,0.0,662.5,1600,Crediteuren,9,0
2024-07-01,2024-07,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Hart Delicious B.V.,203822,202.4,0.0,202.4,1600,Crediteuren,9,0
2024-07-01,2024-07,7021,Inkopen Retail buiten EU hoog,COGS – Retail & Other,COGS,True,Temu,BON_20240701_3913,0.0,15.43,-15.43,1600,Crediteuren,0,0
2024-07-02,2024-07,1100,Rekening-courant bank,,,False,Gymeyes B.V. F2024-3829  99131,,0.0,36.3,-36.3,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1100,Rekening-courant bank,,,False,Gymeyes BV F2024-3525 / 99131,,0.0,937.75,-937.75,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1100,Rekening-courant bank,,,False,"Adyen N.V. TX42108330500XT batch 62, Lera-Amsterdam",,3243.24,0.0,3243.24,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1100,Rekening-courant bank,,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,230.49,0.0,230.49,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX42108330500XT batch 62, Lera-Amsterdam",,0.0,3243.24,-3243.24,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1205,Ontvangsten Stripe (Lightspeed),,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,0.0,230.49,-230.49,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1600,Crediteuren,,,False,Gymeyes B.V. F2024-3829  99131,F2024-3829,36.3,0.0,36.3,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1600,Crediteuren,,,False,Gymeyes BV F2024-3525 / 99131,F2024-3525,937.75,0.0,937.75,1100,Rekening-courant bank,0,0
2024-07-02,2024-07,1600,Crediteuren,,,False,Kseniia Nesterova,2024-0006,0.0,1873.69,-1873.69,1600,Crediteuren,0,0
2024-07-02,2024-07,1600,Crediteuren,,,False,pazl.consult,2024-0008,0.0,1666.78,-1666.78,1600,Crediteuren,0,0
2024-07-02,2024-07,1600,Crediteuren,,,False,Room of Ideas B.V.,202419,0.0,362.09,-362.09,1600,Crediteuren,0,0
2024-07-02,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,pazl.consult,2024-0008,289.28,0.0,289.28,1600,Crediteuren,21,0
2024-07-02,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,Kseniia Nesterova,2024-0006,325.19,0.0,325.19,1600,Crediteuren,21,0
2024-07-02,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,Room of Ideas B.V.,202419,62.84,0.0,62.84,1600,Crediteuren,21,0
2024-07-02,2024-07,4405,Representatiekosten,SG&A – Travel & Entertainment,SG&A,True,Room of Ideas B.V.,202419,299.25,0.0,299.25,1600,Crediteuren,21,0
2024-07-02,2024-07,7100,Kosten uitbesteed werk,Labor – Freelancers,Labor,True,pazl.consult,2024-0008,1377.5,0.0,1377.5,1600,Crediteuren,21,0
2024-07-02,2024-07,7100,Kosten uitbesteed werk,Labor – Freelancers,Labor,True,Kseniia Nesterova,2024-0006,1548.5,0.0,1548.5,1600,Crediteuren,21,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,Kseniia Nesterova Invoice 2024-0006,,0.0,1873.69,-1873.69,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,Gentlemindflow Invoice 2024-003,,0.0,2137.5,-2137.5,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,Packhelp S.A CBMWZNY 0220889444235735 Packhelp-stripe,,0.0,91.18,-91.18,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,pazl.consult Invoice 2024-0006,,0.0,1666.78,-1666.78,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,bol.com b.v. 4138831863 0051100561703974 bol.com 4138831863 bol.com,,0.0,18.94,-18.94,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,"Adyen N.V. TX42136668900XT batch 63, Lera-Amsterdam",,1122.54,0.0,1122.54,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1100,Rekening-courant bank,,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,288.27,0.0,288.27,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX42136668900XT batch 63, Lera-Amsterdam",,0.0,1122.54,-1122.54,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1205,Ontvangsten Stripe (Lightspeed),,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,0.0,288.27,-288.27,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Packhelp S.A,15827/2024,0.0,91.18,-91.18,1600,Crediteuren,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Kseniia Nesterova Invoice 2024-0006,2024-0006,1873.69,0.0,1873.69,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Gentlemindflow Invoice 2024-003,2024-003,2137.5,0.0,2137.5,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Packhelp S.A CBMWZNY 0220889444235735 Packhelp-stripe,15827/2024,91.18,0.0,91.18,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,pazl.consult Invoice 2024-0006,2024-0008,1666.78,0.0,1666.78,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,bol.com b.v. 4138831863 0051100561703974 bol.com 4138831863 bol.com,3911343451532,2.99,0.0,2.99,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,bol.com b.v. 4138831863 0051100561703974 bol.com 4138831863 bol.com,20245844,15.95,0.0,15.95,1100,Rekening-courant bank,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Aniek Oomens,2024-00006,0.0,2551.89,-2551.89,1600,Crediteuren,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,Super Ninja,20245844,0.0,15.95,-15.95,1600,Crediteuren,0,0
2024-07-03,2024-07,1600,Crediteuren,,,False,bol.com B.V.,3911343451532,0.0,2.99,-2.99,1600,Crediteuren,0,0
2024-07-03,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,Aniek Oomens,2024-00006,442.89,0.0,442.89,1600,Crediteuren,21,0
2024-07-03,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,Super Ninja,20245844,2.77,0.0,2.77,1600,Crediteuren,21,0
2024-07-03,2024-07,1680,Btw te vorderen hoog (inkopen),,,False,bol.com B.V.,3911343451532,0.52,0.0,0.52,1600,Crediteuren,21,0
2024-07-03,2024-07,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,Super Ninja,20245844,13.18,0.0,13.18,1600,Crediteuren,21,0
2024-07-03,2024-07,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,bol.com B.V.,3911343451532,2.47,0.0,2.47,1600,Crediteuren,21,0
2024-07-03,2024-07,4328,Verpakkingsmaterialen (binnen EU),COGS – Packaging,COGS,True,Packhelp S.A,15827/2024,91.18,0.0,91.18,1600,Crediteuren,0,0
2024-07-03,2024-07,7100,Kosten uitbesteed werk,Labor – Freelancers,Labor,True,Aniek Oomens,2024-00006,2109.0,0.0,2109.0,1600,Crediteuren,21,0
2024-07-04,2024-07,1100,Rekening-courant bank,,,False,IJs-Garant via Stichting Mollie Payments a2c8da1fc242b628d7af6c3710db1256 8152777047113746 Bestelling 14147 IJs-Garant,,0.0,85.81,-85.81,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1100,Rekening-courant bank,,,False,Juice Solutions International B.V. via Stichting Mollie Payments d6cace17addb8b9e656f4e5e79eb37cf 8152067644353740 Order 8462 1883-routin.nl Juice Solutions International B.V.,,0.0,154.25,-154.25,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1100,Rekening-courant bank,,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,30.4,0.0,30.4,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1100,Rekening-courant bank,,,False,"Adyen N.V. TX42163487400XT batch 64, Lera-Amsterdam",,1020.54,0.0,1020.54,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX42163487400XT batch 64, Lera-Amsterdam",,0.0,1020.54,-1020.54,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1205,Ontvangsten Stripe (Lightspeed),,,False,PAYPAL PTE. LTD. LERA WORLD B.V,,0.0,30.4,-30.4,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1600,Crediteuren,,,False,Kristina Hananeina,010,0.0,1000.0,-1000.0,1600,Crediteuren,0,0
2024-07-04,2024-07,1600,Crediteuren,,,False,Albert Heijn,BON_20240704_5647,0.0,7.8,-7.8,1600,Crediteuren,0,0
2024-07-04,2024-07,1600,Crediteuren,,,False,IJs-Garant via Stichting Mollie Payments a2c8da1fc242b628d7af6c3710db1256 8152777047113746 Bestelling 14147 IJs-Garant,7754,85.81,0.0,85.81,1100,Rekening-courant bank,0,0
2024-07-04,2024-07,1600,Crediteuren,,,False,Juice Solutions International B.V. via Stichting Mollie Payments d6cace17addb8b9e656f4e5e79eb37cf 8152067644353740 Order 8462 1883-routin.nl Juice Solutions International B.V.,6368,154.25,0.0,154.25,1100,Rekening-courant bank,0,0
