date,order_number,amount_eur,payment_method,month,entity,source_file
2024-08-07 07:12:01,3429218486700741766,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 07:43:33,3429234359851291884,3.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 07:45:11,3429235181532222716,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 07:54:51,3429240047042303412,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 08:05:02,3429245175250032088,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 08:06:14,3429245778676159974,4.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 08:39:41,3429262610711713625,4.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 08:40:48,3429263176984696681,9.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:03:30,3429274597621503150,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:11:23,3429278569484785013,4.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:13:58,3429279869391869368,5.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:19:36,3429282699867592245,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:26:34,3429286212874016535,8.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:33:48,3429289850870699086,4.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:39:00,3429292467898291516,10.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:39:50,3429292887655847271,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 09:56:49,3429301438105261236,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:05:44,3429305920406951767,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:26:15,3429316247588706151,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:36:34,3429321444515911409,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:38:39,3429322492563429273,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:38:50,3429322585114941359,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:40:38,3429323489247499337,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:40:39,3429323497669661773,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:42:19,3429324339936236792,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:42:26,3429324391316460811,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:43:05,3429324725812204868,37.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:57:17,3429331870658074326,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:58:41,3429332572046366576,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 10:59:05,3429332773691725730,8.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:00:25,3429333443270415388,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:01:16,3429333870141510772,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:01:55,3429334200711386283,4.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:03:05,3429334786328499504,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:19:44,3429343165767750670,12.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:20:17,3429343442877027387,3.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:22:32,3429344574424749324,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:23:13,3429344918819050823,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:23:41,3429345154480215386,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:27:18,3429346978264258318,11.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:28:14,3429347443043473251,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:28:35,3429347619464288139,11.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:33:28,3429350078366619007,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:38:02,3429352380846577462,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:38:17,3429352506264655688,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:41:24,3429354071880897618,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:43:02,3429354899098309884,7.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:48:57,3429357873975531260,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:49:10,3429357982733833999,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:49:40,3429358232538191671,5.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:51:47,3429359299007092713,9.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:55:47,3429361315360019747,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 11:57:51,3429362351436994015,10.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:02:11,3429364533506873212,4.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:07:26,3429367180985111863,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:12:44,3429369840744273717,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:12:45,3429369850122737465,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:20:16,3429373638057399798,12.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:23:58,3429375498944255905,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:36:16,3429381687656585134,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:43:49,3429385493249267325,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 12:53:34,3429390398848505369,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:07:49,3429397565202765526,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:08:08,3429397728998725358,17.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:13:57,3429400654425101628,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:27:48,3429407624594986590,7.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:28:34,3429408014463932061,57.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:32:38,3429410057727514582,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:34:26,3429410968663233668,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:35:19,3429411411489461451,18.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:47:28,3429417528537912599,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:50:04,3429418832974845471,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 13:51:00,3429419306595653235,13.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:04:44,3429426217793623847,22.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:06:58,3429427337370802136,19.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:16:34,3429432169292895899,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:19:10,3429433482831468407,3.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:30:01,3429438938429790011,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:38:38,3429443279693813163,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-07 14:55:27,3429451740066354906,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 07:15:44,3429945133989107363,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 07:32:30,3429953572207335102,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 07:37:41,3429956179244095180,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 07:44:57,3429959837239219950,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 07:57:29,3429966147770914588,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 08:22:20,3429978655730702312,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 08:23:07,3429979049634568175,10.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 08:41:09,3429988128515953907,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 08:46:57,3429991047449548078,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 08:47:05,3429991109391029553,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:01:27,3429998345161020859,10.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:01:33,3429998397765981634,4.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:03:55,3429999585257330143,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:11:50,3430003573746833092,12.75,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:18:42,3430007024266516322,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:25:39,3430010522475436017,12.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:28:00,3430011710939862077,7.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:28:51,3430012137903232089,8.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:37:46,3430016624223065459,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:37:50,3430016653180540278,5.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:38:36,3430017040541291924,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:46:26,3430020986123064960,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 09:56:30,3430026049973392393,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 10:05:28,3430030563396818671,10.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 10:20:40,3430038216701384079,12.85,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 10:21:25,3430038590137046518,13.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 10:43:18,3430049608816924459,18.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 10:48:52,3430052408900719888,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:04:32,3430060296306169488,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:04:35,3430060319660054163,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:08:55,3430062496839373855,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:08:59,3430062535586354215,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:09:42,3430062892957832281,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:17:52,3430067007150626662,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:20:59,3430068573639283887,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:23:09,3430069666708460925,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:23:21,3430069767807964573,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:23:55,3430070051108033993,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:25:24,3430070794883962471,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:28:40,3430072441517381516,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:40:02,3430078162791307135,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 11:52:53,3430084630542292818,37.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:10:07,3430093300764251384,11.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:10:18,3430093393231877395,11.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:12:41,3430094595663336908,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:17:31,3430097028569372578,15.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:28:11,3430102396397688705,5.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:33:24,3430105025689425232,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:33:35,3430105112536683876,11.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:34:51,3430105748451890647,9.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:41:09,3430108924211106838,13.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:45:26,3430111081559758168,4.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:55:20,3430116061071021154,12.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:56:36,3430116701356692702,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 12:57:22,3430117083323569436,5.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:02:04,3430119448407709340,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:09:02,3430122955944760494,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:11:32,3430124214923826507,10.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:13:52,3430125390461408760,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:14:41,3430125801914242646,11.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:14:56,3430125925117728370,10.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:21:31,3430129241251910774,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:21:43,3430129336756212869,5.65,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:22:35,3430129774800934070,10.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:25:46,3430131381127091600,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:30:24,3430133713780872963,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:35:48,3430136425675232472,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:37:40,3430137372187039094,9.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 13:54:49,3430145996363929339,7.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:01:34,3430149401752900853,9.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:04:24,3430150823781340584,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:04:41,3430150965330712011,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:07:24,3430152332657038984,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:09:24,3430153337251567387,13.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:12:08,3430154719073409017,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:19:29,3430158414423004745,17.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:21:40,3430159518556755664,16.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:24:56,3430161161448855510,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:25:37,3430161500851934228,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:25:58,3430161679806108725,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-08 14:45:46,3430171648383260093,18.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 06:50:07,3430657015288961012,5.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 07:02:28,3430663237798990857,12.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:05:16,3430694846082323604,10.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:13:31,3430698993158460635,20.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:18:13,3430701361036006676,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:29:21,3430706961287484838,4.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:38:33,3430711592805733917,5.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:42:54,3430713785453647472,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:44:39,3430714666374928020,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:54:50,3430719789230724947,5.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 08:56:58,3430720865673680753,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 09:04:44,3430724774504961074,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 09:33:44,3430739365666494387,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 09:34:23,3430739693031921608,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 09:54:33,3430749844841436198,10.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:11:43,3430758489838851493,16.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:12:48,3430759027431183917,18.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:17:24,3430761350001857594,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:28:09,3430766754740049083,5.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:47:48,3430776651703653482,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:52:55,3430779220345755244,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 10:55:15,3430780397854660427,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:05:19,3430785466956257080,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:10:03,3430787847047615725,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:16:45,3430791214880790352,4.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:20:10,3430792939998024908,16.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:20:57,3430793330370286916,21.35,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:25:54,3430795821711365855,10.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:39:23,3430802609319974814,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:39:51,3430802843647350764,5.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:42:26,3430804146775659730,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:44:27,3430805161637844316,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:47:42,3430806793582810820,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:49:07,3430807510716520298,12.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:52:04,3430808992010474664,19.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 11:56:14,3430811095336490571,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:00:13,3430813097881769956,18.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:07:08,3430816575052060268,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:24:05,3430825111920317573,8.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:33:15,3430829721837901769,5.65,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:33:31,3430829856173070296,6.05,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:34:22,3430830284210181162,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:35:44,3430830973124613290,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:37:37,3430831919896466821,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:43:27,3430834856546801600,9.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:44:02,3430835146415151103,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:45:42,3430835986945283182,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:46:57,3430836618599077091,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:48:03,3430837167809631590,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:51:52,3430839091392943788,15.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:52:18,3430839306636236502,9.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:57:19,3430841838309741583,9.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:57:56,3430842141901853749,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 12:58:41,3430842525697447018,52.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:01:24,3430843888703640926,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:05:06,3430845751536653996,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:05:09,3430845779403609779,3.6,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:06:07,3430846263132690206,4.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:08:35,3430847509855999978,17.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:25:02,3430855784664143291,12.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:29:26,3430858001639020372,7.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:32:19,3430859449437262918,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:35:28,3430861040361936205,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:40:48,3430863720908068597,4.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:40:55,3430863779208894200,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:48:15,3430867474457826610,11.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:50:11,3430868441421059517,8.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:52:33,3430869638391535255,23.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 13:59:28,3430873114873959679,22.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:11:57,3430879403536553336,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:17:31,3430882198914340637,18.8,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:33:26,3430890211150664862,23.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:42:44,3430894891297674308,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:45:05,3430896073814578451,17.85,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:45:44,3430896400643134811,4.4,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:48:37,3430897850555307624,11.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:49:26,3430898265959175867,9.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 14:54:24,3430900766032794800,4.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-09 15:00:14,3430903700569200326,8.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 07:19:23,3431396520786663247,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 07:24:40,3431399187231545173,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 07:24:46,3431399234249693016,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 07:31:03,3431402394708088670,7.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 07:56:27,3431415177973602232,7.1,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:01:18,3431417622741129201,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:06:18,3431420138073625663,5.05,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:10:39,3431422324060984414,7.15,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:13:37,3431423817577141380,4.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:22:42,3431428392656835853,5.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:24:02,3431429060138374422,4.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:37:55,3431436047706232260,5.05,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:38:10,3431436173375968717,9.55,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:38:32,3431436363965142491,11.55,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:42:22,3431438289863710218,4.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:43:15,3431438735567230508,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:43:16,3431438742320059951,4.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:45:04,3431439648801429070,5.0,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 08:54:34,3431444434007365388,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:01:22,3431447851551430565,9.95,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:01:31,3431447926168098736,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:01:55,3431448130078382017,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:20:42,3431457583183959482,8.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:24:59,3431459738821334631,19.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:28:36,3431461556750128829,6.45,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:33:54,3431464228932818837,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:35:19,3431464937862469573,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:35:51,3431465210072799212,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:36:24,3431465484069901328,6.9,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:36:50,3431465708716823604,5.5,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:37:46,3431466170820072537,6.25,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:38:54,3431466741211862145,14.2,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:41:05,3431467844968125640,11.3,card,2024-08,Lera World,lera_completed_orders.xlsx
2024-08-10 09:49:34,3431472116447319636,5.7,card,2024-08,Lera World,lera_completed_orders.xlsx
