category,Currency,product_name,gtin,Ledger,ProductStatus,items_sold,Avg_ItemSales_Price,net_revenue_9pct,gross_revenue_9pct,net_revenue_21pct,gross_revenue_21pct,net_revenue_0pct,Total_Revenueexcl._VAT,Total_Revenueincl._VAT,Buying_price_excl._tax,total_cost,margin_eur,margin_pct,Markup,Revenue_%of_Category,Revenue_%of_Total,period,source_file,source,net_revenue_eur,gross_revenue_eur
Accessoires & Merch,EUR,Flower Bouquet,4001546,788865,ACTIVE,18,10.0,165.137616,180.0,0.0,0.0,0,165.137616,180.0,0.0,0.0,165.137616,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,165.14,180.0
Accessoires & Merch,EUR,Matcha Latte Cap,4001027,788865,ACTIVE,3,42.0,0.0,0.0,104.132232,126.0,0,104.132232,126.0,0.0,0.0,104.132232,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,104.13,126.0
Accessoires & Merch,EUR,LERA grey T-shirt,4001805,788865,ACTIVE,2,55.0,0.0,0.0,90.90909,110.0,0,90.90909,110.0,0.0,0.0,90.90909,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,90.91,110.0
Accessoires & Merch,EUR,TOTORO Notebook,4001508,788865,ACTIVE,4,25.95,0.0,0.0,85.785124,103.8,0,85.785124,103.8,0.0,0.0,85.785124,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,85.79,103.8
Accessoires & Merch,EUR,MATCHA BOOK,4001492,788865,ACTIVE,3,31.2,0.0,0.0,77.355372,93.6,0,77.355372,93.6,0.0,0.0,77.355372,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,77.36,93.6
Accessoires & Merch,EUR,Kawai Drawing Japan,4001478,788865,ACTIVE,5,17.95,0.0,0.0,74.173555,89.75,0,74.173555,89.75,0.0,0.0,74.173555,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,74.17,89.75
Accessoires & Merch,EUR,MATCHA COOKBOOK,4001485,788865,ACTIVE,6,13.95,0.0,0.0,69.173556,83.7,0,69.173556,83.7,0.0,0.0,69.173556,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,69.17,83.7
Accessoires & Merch,EUR,B Kyoto Magazine,4001522,788865,ACTIVE,2,31.5,0.0,0.0,52.066116,63.0,0,52.066116,63.0,0.0,0.0,52.066116,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,52.07,63.0
Coffee,EUR,Iced Coffee Latte,4000099,788865,ACTIVE,8,4.89375,35.917432,39.15,0.0,0.0,0,35.917432,39.15,0.0,0.0,35.917432,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,35.92,39.15
Coffee,EUR,Cappuccino,4000013,788865,ACTIVE,7,4.077143,26.183486,28.54,0.0,0.0,0,26.183486,28.54,0.0,0.0,26.183486,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,26.18,28.54
Coffee,EUR,Flat White,4000051,788865,ACTIVE,3,4.6,12.66055,13.8,0.0,0.0,0,12.66055,13.8,0.0,0.0,12.66055,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,12.66,13.8
Coffee,EUR,Americano,4000044,788865,ACTIVE,3,3.0,8.256882,9.0,0.0,0.0,0,8.256882,9.0,0.0,0.0,8.256882,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,8.26,9.0
Coffee,EUR,Espresso,4000037,788865,ACTIVE,2,3.06,5.614679,6.12,0.0,0.0,0,5.614679,6.12,0.0,0.0,5.614679,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,5.61,6.12
Coffee,EUR,Latte,4000020,788865,ACTIVE,1,4.7,4.311927,4.7,0.0,0.0,0,4.311927,4.7,0.0,0.0,4.311927,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,4.31,4.7
Cosmetics,EUR,DR. ALTHEA - Retinol Flat Iron Eye Roller,4001690,788865,DRAFT,5,31.0,0.0,0.0,128.099175,155.0,0,128.099175,155.0,0.0,0.0,128.099175,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,128.1,155.0
Cosmetics,EUR,ANUA - Heartleaf Silky Moisture Sun Cream,4001683,788865,DRAFT,5,27.84,0.0,0.0,115.041322,139.2,0,115.041322,139.2,0.0,0.0,115.041322,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,115.04,139.2
Cosmetics,EUR,ABIB - Airy Sunstick Smoothing Bar,4001652,788865,ACTIVE,5,27.0,0.0,0.0,111.57025,135.0,0,111.57025,135.0,0.0,0.0,111.57025,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,111.57,135.0
Cosmetics,EUR,ABIB - Retinal Eye Serum Lifting Roller,4001720,788865,ACTIVE,6,22.233333,0.0,0.0,110.247932,133.4,0,110.247932,133.4,0.0,0.0,110.247932,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,110.25,133.4
Cosmetics,EUR,Hetkinen Avando Hand Wash,4001409,788865,ACTIVE,4,31.0,0.0,0.0,102.47934,124.0,0,102.47934,124.0,0.0,0.0,102.47934,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,102.48,124.0
Cosmetics,EUR,BIODANCE - Rejuvenating Caviar Pdrn Sheet Mask,4001638,788865,ACTIVE,16,7.40625,0.0,0.0,97.933883,118.5,0,97.933883,118.5,0.0,0.0,97.933883,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,97.93,118.5
Cosmetics,EUR,CELIMAX - Retinal Shot Tightening Booster,4001713,788865,ACTIVE,5,23.0,0.0,0.0,95.04132,115.0,0,95.04132,115.0,0.0,0.0,95.04132,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,95.04,115.0
Cosmetics,EUR,ABIB - Sedum Hyaluron Sunscreen - Watery Tube,4001669,788865,ACTIVE,4,27.0,0.0,0.0,89.2562,108.0,0,89.2562,108.0,0.0,0.0,89.2562,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,89.26,108.0
Cosmetics,EUR,MEDICUBE - PDRN VITA COATING MASK - SINGLE,4000884,788865,DRAFT,14,7.392857,0.0,0.0,85.537189,103.5,0,85.537189,103.5,0.0,0.0,85.537189,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,85.54,103.5
Cosmetics,EUR,MEDICUBE - Pdrn Pink Peptide Serum,4001799,788865,ACTIVE,3,31.0,0.0,0.0,76.859505,93.0,0,76.859505,93.0,0.0,0.0,76.859505,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,76.86,93.0
Cosmetics,EUR,HINCE - Nu Blur Tint - 03 Nu Allure,4001744,788865,ACTIVE,5,18.24,0.0,0.0,75.371899,91.2,0,75.371899,91.2,0.0,0.0,75.371899,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,75.37,91.2
Cosmetics,EUR,HINCE - Nu Blur Tint - 05 Hug,4001751,788865,ACTIVE,5,17.48,0.0,0.0,72.231404,87.4,0,72.231404,87.4,0.0,0.0,72.231404,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,72.23,87.4
Cosmetics,EUR,MEDICUBE - PINK COLLAGEN GEL MASK PACK,4000907,788865,ACTIVE,3,26.133333,0.0,0.0,64.793389,78.4,0,64.793389,78.4,0.0,0.0,64.793389,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,64.79,78.4
Cosmetics,EUR,HOUSE OF HUR - Moist Ampoule Blusher - 07 Rose Brown,4001775,788865,ACTIVE,4,17.0,0.0,0.0,56.198348,68.0,0,56.198348,68.0,0.0,0.0,56.198348,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,56.2,68.0
Cosmetics,EUR,ABIB - GEL MASK HEARTLEAF JELLY - MASK PACK,4000709,788865,ARCHIVED,3,19.0,0.0,0.0,47.107437,57.0,0,47.107437,57.0,8.24,24.72,22.387437,0.475242,0.905641,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,47.11,57.0
Cosmetics,EUR,BIODANCE - Rejuvenating Caviar Pdrn Mask Pack,4001621,788865,ACTIVE,2,26.1,0.0,0.0,43.140496,52.2,0,43.140496,52.2,0.0,0.0,43.140496,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,43.14,52.2
Cosmetics,EUR,TOCOBO BIFIDA BIOME ESSENCE 50ML,4000594,788865,ACTIVE,2,26.0,0.0,0.0,42.975206,52.0,0,42.975206,52.0,0.0,0.0,42.975206,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,42.98,52.0
Cosmetics,EUR,Sungboon Editor Deep Collagen Power Boosting Mask,4001614,788865,ACTIVE,7,6.557143,0.0,0.0,37.933882,45.9,0,37.933882,45.9,0.0,0.0,37.933882,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,37.93,45.9
Cosmetics,EUR,ABIB GEL MASK JERICHO ROSE JELLY - SINGLE MASK,4000730,788865,ACTIVE,9,4.878889,0.0,0.0,36.289257,43.91,0,36.289257,43.91,2.06,18.54,17.749257,0.489105,0.957349,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,36.29,43.91
Cosmetics,EUR,ESTHER FORMULA - Glutathione Direct Film,4001706,788865,ACTIVE,1,39.0,35.779817,39.0,0.0,0.0,0,35.779817,39.0,0.0,0.0,35.779817,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,35.78,39.0
Cosmetics,EUR,ABIB GEL MASK JERICHO ROSE JELLY - MASK PACK,4000723,788865,ACTIVE,2,17.1,0.0,0.0,28.264462,34.2,0,28.264462,34.2,0.0,0.0,28.264462,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,28.26,34.2
Cosmetics,EUR,VT - CICA COLLAGEN CREAM 30ML,4000631,788865,ACTIVE,1,31.0,0.0,0.0,25.619835,31.0,0,25.619835,31.0,0.0,0.0,25.619835,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,25.62,31.0
Cosmetics,EUR,BIODANCE - Collagen Gel Toner Pads,4000655,788865,ACTIVE,1,28.0,0.0,0.0,23.140496,28.0,0,23.140496,28.0,0.0,0.0,23.140496,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,23.14,28.0
Cosmetics,EUR,Numbuzin - No.2 Rose PDRN Collagen Plumping Sheet Mask,4000853,788865,ACTIVE,1,28.0,0.0,0.0,23.140496,28.0,0,23.140496,28.0,0.0,0.0,23.140496,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,23.14,28.0
Cosmetics,EUR,ANUA - Pdrn Hyaluronic Acid Capsule Serum,4001782,788865,ACTIVE,1,27.0,0.0,0.0,22.31405,27.0,0,22.31405,27.0,0.0,0.0,22.31405,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,22.31,27.0
Cosmetics,EUR,ABIB - GEL MASK HEARTLEAF JELLY - SINGLE MASK,4000716,788865,ARCHIVED,5,4.99,0.0,0.0,20.619835,24.95,0,20.619835,24.95,2.06,10.3,10.319835,0.500481,1.001926,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,20.62,24.95
Cosmetics,EUR,TOCOBO - VITA AIRY SUN PRIMER SPF50+,4000983,788865,DRAFT,1,23.0,0.0,0.0,19.008264,23.0,0,19.008264,23.0,0.0,0.0,19.008264,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,19.01,23.0
Cosmetics,EUR,MEDICUBE - PINK COLLAGEN GEL MASK - SINGLE MASK,4000891,788865,ACTIVE,3,7.5,0.0,0.0,18.595041,22.5,0,18.595041,22.5,0.0,0.0,18.595041,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,18.6,22.5
Cosmetics,EUR,HOUSE OF HUR - Moist Ampoule Blusher - 07 Pink Rosie,4001768,788865,ACTIVE,1,17.0,0.0,0.0,14.049587,17.0,0,14.049587,17.0,0.0,0.0,14.049587,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,14.05,17.0
Cosmetics,EUR,POMELO+CO - Molecular Repair Shampoo,4000839,788865,ACTIVE,1,16.5,0.0,0.0,13.636364,16.5,0,13.636364,16.5,0.0,0.0,13.636364,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,13.64,16.5
Cosmetics,EUR,Melixir - Vegan Lip Butter #02 Nudy Rose,4000969,788865,ACTIVE,1,13.6,0.0,0.0,11.239669,13.6,0,11.239669,13.6,0.0,0.0,11.239669,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,11.24,13.6
Food & Drinks,EUR,De La Rosee Rosemary Honey and Black Sesame,4000341,788865,ACTIVE,19,10.884211,189.724768,206.8,0.0,0.0,0,189.724768,206.8,0.0,0.0,189.724768,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,189.72,206.8
Food & Drinks,EUR,KAIKAO White Chocolate Chili,4001447,788865,ACTIVE,5,11.52,52.844035,57.6,0.0,0.0,0,52.844035,57.6,0.0,0.0,52.844035,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,52.84,57.6
Food & Drinks,EUR,Cosmic Dealer Lavender Single Nut Butter Chocolate,4001331,788865,ACTIVE,13,4.135385,49.321101,53.76,0.0,0.0,0,49.321101,53.76,0.0,0.0,49.321101,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,49.32,53.76
Food & Drinks,EUR,Lavoratti 1938 - Hazelnut Milk Chocolate Bar,4001126,788865,ARCHIVED,6,8.233333,45.3211,49.4,0.0,0.0,0,45.3211,49.4,0.0,0.0,45.3211,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,45.32,49.4
Food & Drinks,EUR,KAIKAO Chewy Banana,4001461,788865,ACTIVE,4,11.7,42.93578,46.8,0.0,0.0,0,42.93578,46.8,0.0,0.0,42.93578,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,42.94,46.8
Food & Drinks,EUR,KAIKAO Mindfulnes,4001430,788865,ACTIVE,10,4.5,41.2844,45.0,0.0,0.0,0,41.2844,45.0,0.0,0.0,41.2844,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,41.28,45.0
Food & Drinks,EUR,KAIKAO focus,4001423,788865,ACTIVE,9,4.4,36.330272,39.6,0.0,0.0,0,36.330272,39.6,0.0,0.0,36.330272,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,36.33,39.6
Food & Drinks,EUR,Cosmic Dealer Raspberry Single Nut Butter Chocolate,4000389,788865,DRAFT,8,3.9,28.623856,31.2,0.0,0.0,0,28.623856,31.2,0.0,0.0,28.623856,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,28.62,31.2
Food & Drinks,EUR,KAIKAO Chocolate Pistachio,4001454,788865,ACTIVE,2,13.0,23.853212,26.0,0.0,0.0,0,23.853212,26.0,0.0,0.0,23.853212,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,23.85,26.0
Food & Drinks,EUR,Linden Honey and Yuzu X Lemon Story,4000334,788865,ARCHIVED,1,9.9,9.082569,9.9,0.0,0.0,0,9.082569,9.9,0.0,0.0,9.082569,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,9.08,9.9
Matcha,EUR,Iced Matcha latte,4000082,788865,ACTIVE,26,6.542308,156.055052,170.1,0.0,0.0,0,156.055052,170.1,0.0,0.0,156.055052,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,156.06,170.1
Matcha,EUR,Iced Blue Coconut Matcha,4000297,788865,ACTIVE,13,7.5,89.449542,97.5,0.0,0.0,0,89.449542,97.5,0.0,0.0,89.449542,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,89.45,97.5
Matcha,EUR,Iced Mango&Passion Fruit Matcha Latte,4000259,788865,ACTIVE,14,6.9,88.62385,96.6,0.0,0.0,0,88.62385,96.6,0.0,0.0,88.62385,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,88.62,96.6
Matcha,EUR,Iced Strawberry Matcha Latte,4000136,788865,ACTIVE,10,6.9,63.30275,69.0,0.0,0.0,0,63.30275,69.0,0.0,0.0,63.30275,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,63.3,69.0
Matcha,EUR,Matcha Latte - small,4000068,788865,ACTIVE,8,5.175,37.981652,41.4,0.0,0.0,0,37.981652,41.4,0.0,0.0,37.981652,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,37.98,41.4
Matcha,EUR,Iced Black Sesame Matcha Latte,4000228,788865,ACTIVE,5,7.53,34.541285,37.65,0.0,0.0,0,34.541285,37.65,0.0,0.0,34.541285,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,34.54,37.65
Matcha,EUR,Iced Maple Toast Matcha,4001577,788865,ACTIVE,3,7.5,20.642202,22.5,0.0,0.0,0,20.642202,22.5,0.0,0.0,20.642202,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,20.64,22.5
Matcha,EUR,Iced Sakura Matcha Latte,4001584,788865,ACTIVE,3,7.5,20.642202,22.5,0.0,0.0,0,20.642202,22.5,0.0,0.0,20.642202,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,20.64,22.5
Matcha,EUR,Iced Peach & Jasminee Tea Matcha,4001560,788865,ACTIVE,3,6.6,18.165138,19.8,0.0,0.0,0,18.165138,19.8,0.0,0.0,18.165138,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,18.17,19.8
Matcha,EUR,Honey Lavender Matcha - Hot,4000198,788865,ACTIVE,3,6.5,17.889909,19.5,0.0,0.0,0,17.889909,19.5,0.0,0.0,17.889909,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,17.89,19.5
Matcha,EUR,Matcha Latte - large,4000075,788865,ACTIVE,3,5.69,15.660551,17.07,0.0,0.0,0,15.660551,17.07,0.0,0.0,15.660551,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,15.66,17.07
Matcha Powder,EUR,"LERA Matcha, Uji",4000211,788865,ACTIVE,72,41.766667,2758.899076,3007.2,0.0,0.0,0,2758.899076,3007.2,0.0,0.0,2758.899076,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,2758.9,3007.2
Matcha Powder,EUR,"LERA Matcha, Kyushu Island",4000129,788865,ACTIVE,59,41.715254,2257.981646,2461.2,0.0,0.0,0,2257.981646,2461.2,0.0,0.0,2257.981646,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,2257.98,2461.2
Matcha Tools,EUR,Lera Matcha Bowl,4000532,788865,ACTIVE,20,27.72,508.623846,554.4,0.0,0.0,0,508.623846,554.4,0.0,0.0,508.623846,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,508.62,554.4
Matcha Tools,EUR,Lera Matcha Whisk,4000556,788865,ACTIVE,24,18.083333,398.165139,434.0,0.0,0.0,0,398.165139,434.0,0.0,0.0,398.165139,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,398.17,434.0
Matcha Tools,EUR,Lera Matcha Spoon,4000549,788865,ACTIVE,44,9.0,363.302764,396.0,0.0,0.0,0,363.302764,396.0,0.0,0.0,363.302764,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,363.3,396.0
Matcha Tools,EUR,Glass Matcha Bowl,4000457,788865,ACTIVE,12,25.0,275.22936,300.0,0.0,0.0,0,275.22936,300.0,0.0,0.0,275.22936,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,275.23,300.0
Matcha Tools,EUR,LERA Matcha Sifter,4000471,788865,ACTIVE,23,11.895652,251.009167,273.6,0.0,0.0,0,251.009167,273.6,0.0,0.0,251.009167,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,251.01,273.6
Matcha Tools,EUR,Matcha Whisk,4000488,788865,ACTIVE,12,15.0,165.137616,180.0,0.0,0.0,0,165.137616,180.0,0.0,0.0,165.137616,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,165.14,180.0
Matcha Tools,EUR,Whisk Holder,4000501,788865,ACTIVE,14,12.0,154.128436,168.0,0.0,0.0,0,154.128436,168.0,0.0,0.0,154.128436,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,154.13,168.0
Matcha Tools,EUR,Lera Whisk Holder (Yellow),4000563,788865,ACTIVE,4,14.5,53.211008,58.0,0.0,0.0,0,53.211008,58.0,0.0,0.0,53.211008,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,53.21,58.0
Matcha Tools,EUR,Bamboo Scoop,4000440,788865,ACTIVE,4,4.0,14.6789,16.0,0.0,0.0,0,14.6789,16.0,0.0,0.0,14.6789,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,14.68,16.0
Pastry,EUR,Matcha White Chocolate Cookie,4000181,788865,ACTIVE,17,4.006471,62.486244,68.11,0.0,0.0,0,62.486244,68.11,0.0,0.0,62.486244,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,62.49,68.11
Pastry,EUR,Matcha Honey Cake,4000174,788865,ACTIVE,10,5.016,46.018348,50.16,0.0,0.0,0,46.018348,50.16,0.0,0.0,46.018348,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,46.02,50.16
Pastry,EUR,Caramelized White Chocolate & Hazelnut Cookie,4000204,788865,ACTIVE,6,3.876667,21.33945,23.26,0.0,0.0,0,21.33945,23.26,0.0,0.0,21.33945,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,21.34,23.26
Pastry,EUR,Matcha Loaf,4001607,788865,ACTIVE,3,5.05,13.899083,15.15,0.0,0.0,0,13.899083,15.15,0.0,0.0,13.899083,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,13.9,15.15
Pastry,EUR,Cheesecake With Matcha Sauce,4000150,788865,DRAFT,1,5.1,4.678899,5.1,0.0,0.0,0,4.678899,5.1,0.0,0.0,4.678899,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,4.68,5.1
Pastry,EUR,Matcha Lemon Madeleine,4000242,788865,DRAFT,1,4.1,3.761468,4.1,0.0,0.0,0,3.761468,4.1,0.0,0.0,3.761468,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,3.76,4.1
Pastry,EUR,Matcha Date,4001591,788865,ACTIVE,1,3.15,2.889908,3.15,0.0,0.0,0,2.889908,3.15,0.0,0.0,2.889908,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,2.89,3.15
Other,EUR,Sonder Coffee,4001539,788865,ARCHIVED,20,10.0,183.48624,200.0,0.0,0.0,0,183.48624,200.0,0.0,0.0,183.48624,0.0,,,,2026-04 to 2026-05,ProductReport_2026-04-01_2026-05-31__generated_at_2026-06-24_15.12.csv,Tebi,183.49,200.0
